Código,Município,Código TI,Território de Identidade,População,QtMédicosSUS,QtMédicosNãoSUS,QtEnfermeirosSUS,QtEnfermeirosNãoSUS,QtProfissionais,Médicos,Enfermeiros,SUS,Não SUS,QtProfissionais/100000Hab,QtMédicos/100000Hab,QtEnfermeiros/100000Hab,QtSUS/100000Hab,QtNãoSUS/100000Hab
2900108,Abaíra,3,Chapada Diamantina,9199,8,0,6,0,14,8,6,14,0,152.1904554843,86.9659745625,65.2244809218,152.1904554843,0
2900207,Abaré,24,Itaparica,20189,7,0,16,0,23,7,16,23,0,113.9234236465,34.6723463272,79.2510773193,113.9234236465,0
2900306,Acajutiba,18,Litoral Norte e Agreste Baiano,15727,6,1,9,0,16,7,9,15,1,101.7358682521,44.5094423603,57.2264258918,95.3773764863,6.3584917658
2900355,Adustina,17,Semiárido Nordeste II,17349,8,0,7,0,15,8,7,15,0,86.4603147155,46.1121678483,40.3481468673,86.4603147155,0
2900405,Água Fria,19,Portal do Sertão,17508,10,0,13,0,23,10,13,23,0,131.3685172493,57.1167466301,74.2517706191,131.3685172493,0
2900504,Érico Cardoso,12,Bacia do Paramirim,11212,4,1,9,0,14,5,9,13,1,124.8662147699,44.5950767035,80.2711380664,115.9471994292,8.9190153407
2900603,Aiquara,22,Médio Rio de Contas,4725,4,0,5,0,9,4,5,9,0,190.4761904762,84.6560846561,105.8201058201,190.4761904762,0
2900702,Alagoinhas,18,Litoral Norte e Agreste Baiano,155979,129,90,112,8,339,219,120,241,98,217.3369492047,140.4035158579,76.9334333468,154.5079786382,62.8289705666
2900801,Alcobaça,7,Extremo Sul,23376,25,0,16,0,41,25,16,41,0,175.3935660507,106.9472963723,68.4462696783,175.3935660507,0
2900900,Almadina,5,Litoral Sul,5985,3,0,4,0,7,3,4,7,0,116.9590643275,50.1253132832,66.8337510443,116.9590643275,0
2901007,Amargosa,9,Vale do Jiquiriçá,38259,30,10,32,0,72,40,32,62,10,188.1910138791,104.5505632662,83.6404506129,162.0533730625,26.1376408165
2901106,Amélia Rodrigues,19,Portal do Sertão,26409,15,1,13,0,29,16,13,28,1,109.8110492635,60.5854064902,49.2256427733,106.0244613579,3.7865879056
2901155,América Dourada,1,Irecê,16798,10,0,11,0,21,10,11,21,0,125.0148827241,59.5308965353,65.4839861888,125.0148827241,0
2901205,Anagé,20,Sudoeste Baiano,19568,24,0,18,0,42,24,18,42,0,214.6361406378,122.6492232216,91.9869174162,214.6361406378,0
2901304,Andaraí,3,Chapada Diamantina,13737,8,0,8,0,16,8,8,16,0,116.4737570066,58.2368785033,58.2368785033,116.4737570066,0
2901353,Andorinha,25,Piemonte Norte do Itapicuru,15490,5,1,8,0,14,6,8,13,1,90.3808908974,38.7346675274,51.6462233699,83.9251129761,6.4557779212
2901403,Angical,11,Bacia do Rio Grande,14690,3,0,4,0,7,3,4,7,0,47.6514635807,20.4220558203,27.2294077604,47.6514635807,0
2901502,Anguera,19,Portal do Sertão,11481,8,0,13,0,21,8,13,21,0,182.9108962634,69.6803414337,113.2305548297,182.9108962634,0
2901601,Antas,17,Semiárido Nordeste II,19569,13,0,17,0,30,13,17,30,0,153.303694619,66.4316010016,86.8720936175,153.303694619,0
2901700,Antônio Cardoso,19,Portal do Sertão,12208,5,0,9,0,14,5,9,14,0,114.6788990826,40.9567496723,73.7221494102,114.6788990826,0
2901809,Antônio Gonçalves,25,Piemonte Norte do Itapicuru,12072,7,1,9,0,17,8,9,16,1,140.8217362492,66.2690523526,74.5526838966,132.5381047051,8.2836315441
2901908,Aporá,18,Litoral Norte e Agreste Baiano,18334,8,1,10,0,19,9,10,18,1,103.6325951784,49.0891240319,54.5434711465,98.1782480637,5.4543471147
2901957,Apuarema,22,Médio Rio de Contas,7730,5,0,6,0,11,5,6,11,0,142.3027166882,64.6830530401,77.6196636481,142.3027166882,0
2902005,Aracatu,20,Sudoeste Baiano,13962,13,0,13,0,26,13,13,26,0,186.2197392924,93.1098696462,93.1098696462,186.2197392924,0
2902054,Araçás,18,Litoral Norte e Agreste Baiano,12608,13,0,10,0,23,13,10,23,0,182.423857868,103.1091370558,79.3147208122,182.423857868,0
2902104,Araci,4,Sisal,55935,22,3,35,0,60,25,35,57,3,107.2673639045,44.6947349602,62.5726289443,101.9039957093,5.3633681952
2902203,Aramari,18,Litoral Norte e Agreste Baiano,11703,2,0,7,0,9,2,7,9,0,76.9033581133,17.0896351363,59.813722977,76.9033581133,0
2902252,Arataca,5,Litoral Sul,11661,3,0,10,0,13,3,10,13,0,111.4827201784,25.7267815796,85.7559385987,111.4827201784,0
2902302,Aratuípe,6,Baixo Sul,9171,2,0,4,0,6,2,4,6,0,65.4236179261,21.807872642,43.615745284,65.4236179261,0
2902401,Aurelino Leal,5,Litoral Sul,12706,6,0,11,0,17,6,11,17,0,133.7950574532,47.2217849835,86.5732724697,133.7950574532,0
2902500,Baianópolis,11,Bacia do Rio Grande,14323,7,0,13,0,20,7,13,20,0,139.6355512113,48.872442924,90.7631082874,139.6355512113,0
2902609,Baixa Grande,15,Bacia do Jacuípe,21403,11,1,11,0,23,12,11,22,1,107.4615708078,56.0669065084,51.3946642994,102.7893285988,4.672242209
2902658,Banzaê,17,Semiárido Nordeste II,13765,8,0,13,0,21,8,13,21,0,152.560842717,58.1184162732,94.4424264439,152.560842717,0
2902708,Barra,2,Velho Chico,54915,31,0,34,0,65,31,34,65,0,118.3647455158,56.4508786306,61.9138668852,118.3647455158,0
2902807,Barra da Estiva,3,Chapada Diamantina,22082,14,1,21,0,36,15,21,35,1,163.0287111675,67.9286296531,95.1000815144,158.5001358573,4.5285753102
2902906,Barra do Choça,20,Sudoeste Baiano,34121,28,1,21,0,50,29,21,49,1,146.5373230562,84.9916473726,61.5456756836,143.6065765951,2.9307464611
2903003,Barra do Mendes,1,Irecê,14560,3,0,18,0,21,3,18,21,0,144.2307692308,20.6043956044,123.6263736264,144.2307692308,0
2903102,Barra do Rocha,22,Médio Rio de Contas,6258,4,0,4,0,8,4,4,8,0,127.8363694471,63.9181847236,63.9181847236,127.8363694471,0
2903201,Barreiras,11,Bacia do Rio Grande,157638,207,43,226,5,481,250,231,433,48,305.1294738578,158.5912026288,146.538271229,274.6799629531,30.4495109047
2903235,Barro Alto,1,Irecê,15217,6,0,7,0,13,6,7,13,0,85.4307682198,39.4295853322,46.0011828876,85.4307682198,0
2903276,Barrocas,4,Sisal,16296,6,1,14,0,21,7,14,20,1,128.8659793814,42.9553264605,85.910652921,122.7295041728,6.1364752086
2903300,Barro Preto,5,Litoral Sul,6251,10,0,6,0,16,10,6,16,0,255.9590465526,159.9744040953,95.9846424572,255.9590465526,0
2903409,Belmonte,27,Costa do Descobrimento,24013,17,0,18,0,35,17,18,35,0,145.7543830425,70.7949860492,74.9593969933,145.7543830425,0
2903508,Belo Campo,20,Sudoeste Baiano,18247,14,0,20,0,34,14,20,34,0,186.3319997808,76.7249410862,109.6070586946,186.3319997808,0
2903607,Biritinga,4,Sisal,16653,3,0,7,0,10,3,7,10,0,60.0492403771,18.0147721131,42.034468264,60.0492403771,0
2903706,Boa Nova,22,Médio Rio de Contas,14069,9,0,12,0,21,9,12,21,0,149.2643400384,63.970431445,85.2939085934,149.2643400384,0
2903805,Boa Vista do Tupim,14,Piemonte do Paraguaçu,19502,8,0,10,0,18,8,10,18,0,92.298225823,41.0214336991,51.2767921239,92.298225823,0
2903904,Bom Jesus da Lapa,2,Velho Chico,70618,53,8,74,0,135,61,74,127,8,191.1693902404,86.3802429975,104.7891472429,179.8408337818,11.3285564587
2903953,Bom Jesus da Serra,20,Sudoeste Baiano,10477,9,0,7,0,16,9,7,16,0,152.7154719863,85.9024529923,66.813018994,152.7154719863,0
2904001,Boninal,3,Chapada Diamantina,14760,4,0,7,0,11,4,7,11,0,74.5257452575,27.1002710027,47.4254742547,74.5257452575,0
2904050,Bonito,3,Chapada Diamantina,17131,5,0,10,0,15,5,10,15,0,87.5605627225,29.1868542409,58.3737084817,87.5605627225,0
2904100,Boquira,12,Bacia do Paramirim,22464,9,0,9,0,18,9,9,18,0,80.1282051282,40.0641025641,40.0641025641,80.1282051282,0
2904209,Botuporã,12,Bacia do Paramirim,10898,5,0,5,1,11,5,6,10,1,100.9359515507,45.8799779776,55.0559735731,91.7599559552,9.1759955955
2904308,Brejões,9,Vale do Jiquiriçá,15122,5,0,8,0,13,5,8,13,0,85.9674646211,33.0644094696,52.9030551514,85.9674646211,0
2904407,Brejolândia,23,Bacia do Rio Corrente,10833,4,0,6,0,10,4,6,10,0,92.3105326318,36.9242130527,55.3863195791,92.3105326318,0
2904506,Brotas de Macaúbas,2,Velho Chico,10974,6,0,9,0,15,6,9,15,0,136.6867140514,54.6746856206,82.0120284308,136.6867140514,0
2904605,Brumado,13,Sertão Produtivo,69677,73,16,66,3,158,89,69,139,19,226.7606240223,127.7322502404,99.0283737819,199.4919413867,27.2686826356
2904704,Buerarema,5,Litoral Sul,19256,6,0,12,0,18,6,12,18,0,93.4773577067,31.1591192356,62.3182384711,93.4773577067,0
2904753,Buritirama,11,Bacia do Rio Grande,21786,5,0,8,0,13,5,8,13,0,59.6713485725,22.9505186817,36.7208298908,59.6713485725,0
2904803,Caatiba,8,Médio Sudoeste da Bahia,7841,6,0,6,0,12,6,6,12,0,153.0417038643,76.5208519322,76.5208519322,153.0417038643,0
2904852,Cabaceiras do Paraguaçu,21,Recôncavo,19312,4,0,12,0,16,4,12,16,0,82.850041425,20.7125103563,62.1375310688,82.850041425,0
2904902,Cachoeira,21,Recôncavo,35139,31,6,32,0,69,37,32,63,6,196.3630154529,105.2961097356,91.0669057173,179.2879706309,17.075044822
2905008,Caculé,13,Sertão Produtivo,23817,12,9,18,1,40,21,19,30,10,167.9472645589,88.1723138934,79.7749506655,125.9604484192,41.9868161397
2905107,Caém,16,Piemonte da Diamantina,10058,9,0,5,0,14,9,5,14,0,139.1926824418,89.4810101412,49.7116723007,139.1926824418,0
2905156,Caetanos,20,Sudoeste Baiano,16106,6,0,9,1,16,6,10,15,1,99.3418601763,37.2531975661,62.0886626102,93.1329939153,6.208866261
2905206,Caetité,13,Sertão Produtivo,52853,50,10,33,0,93,60,33,83,10,175.9597373848,113.522411216,62.4373261688,157.0393355155,18.9204018693
2905305,Cafarnaum,1,Irecê,19006,9,0,14,0,23,9,14,23,0,121.0144165001,47.3534673261,73.6609491739,121.0144165001,0
2905404,Cairu,6,Baixo Sul,18224,4,0,8,0,12,4,8,12,0,65.8472344162,21.9490781387,43.8981562774,65.8472344162,0
2905503,Caldeirão Grande,25,Piemonte Norte do Itapicuru,13713,6,0,9,0,15,6,9,15,0,109.3852548676,43.7541019471,65.6311529206,109.3852548676,0
2905602,Camacan,5,Litoral Sul,33310,28,0,23,0,51,28,23,51,0,153.1071750225,84.0588411888,69.0483338337,153.1071750225,0
2905701,Camaçari,26,Metropolitano de Salvador,296893,352,104,232,6,694,456,238,584,110,233.7542481635,153.5906875541,80.1635606094,196.7038630079,37.0503851556
2905800,Camamu,6,Baixo Sul,36644,11,6,14,1,32,17,15,25,7,87.3267110577,46.3923152494,40.9343958083,68.2239930139,19.1027180439
2905909,Campo Alegre de Lourdes,10,Sertão do São Francisco,30048,9,0,14,0,23,9,14,23,0,76.5441959531,29.9520766773,46.5921192758,76.5441959531,0
2906006,Campo Formoso,25,Piemonte Norte do Itapicuru,73448,40,3,12,0,55,43,12,52,3,74.8829103583,58.5448208256,16.3380895327,70.7983879752,4.0845223832
2906105,Canápolis,23,Bacia do Rio Corrente,10151,6,0,8,0,14,6,8,14,0,137.917446557,59.1074770959,78.8099694611,137.917446557,0
2906204,Canarana,1,Irecê,26862,12,0,20,0,32,12,20,32,0,119.1273918547,44.6727719455,74.4546199092,119.1273918547,0
2906303,Canavieiras,5,Litoral Sul,33002,19,6,14,2,41,25,16,33,8,124.2348948549,75.7529846676,48.4819101873,99.9939397612,24.2409550936
2906402,Candeal,4,Sisal,8837,6,0,7,0,13,6,7,13,0,147.1087473124,67.8963449134,79.212402399,147.1087473124,0
2906501,Candeias,26,Metropolitano de Salvador,89707,39,53,59,19,170,92,78,98,72,189.505835665,102.5560993011,86.9497363639,109.2445405598,80.2612951052
2906600,Candiba,13,Sertão Produtivo,14792,4,0,4,0,8,4,4,8,0,54.0832882639,27.041644132,27.041644132,54.0832882639,0
2906709,Cândido Sales,20,Sudoeste Baiano,26674,7,0,15,0,22,7,15,22,0,82.4773187373,26.2427832346,56.2345355027,82.4773187373,0
2906808,Cansanção,4,Sisal,36191,18,1,18,0,37,19,18,36,1,102.2353623829,52.4992401426,49.7361222403,99.4722444807,2.7631179022
2906824,Canudos,10,Sertão do São Francisco,17316,7,0,10,0,17,7,10,17,0,98.1750981751,40.425040425,57.7500577501,98.1750981751,0
2906857,Capela do Alto Alegre,15,Bacia do Jacuípe,12199,3,0,11,0,14,3,11,14,0,114.7635052053,24.5921796869,90.1713255185,114.7635052053,0
2906873,Capim Grosso,15,Bacia do Jacuípe,31392,16,1,27,0,44,17,27,43,1,140.1630988787,54.1539245668,86.0091743119,136.9775739042,3.1855249745
2906899,Caraíbas,20,Sudoeste Baiano,9773,4,0,9,0,13,4,9,13,0,133.0195436406,40.929090351,92.0904532897,133.0195436406,0
2906907,Caravelas,7,Extremo Sul,22740,12,0,15,0,27,12,15,27,0,118.7335092348,52.7704485488,65.963060686,118.7335092348,0
2907004,Cardeal da Silva,18,Litoral Norte e Agreste Baiano,9544,8,0,6,0,14,8,6,14,0,146.6890192791,83.8222967309,62.8667225482,146.6890192791,0
2907103,Carinhanha,2,Velho Chico,30118,7,1,17,0,25,8,17,24,1,83.0068397636,26.5621887244,56.4446510392,79.6865661731,3.3202735905
2907202,Casa Nova,10,Sertão do São Francisco,73382,35,1,15,0,51,36,15,50,1,69.4993322613,49.0583521845,20.4409800769,68.1366002562,1.3627320051
2907301,Castro Alves,21,Recôncavo,27238,19,2,32,1,54,21,33,51,3,198.2524414421,77.0981716719,121.1542697702,187.2384169175,11.0140245246
2907400,Catolândia,11,Bacia do Rio Grande,3669,2,0,3,0,5,2,3,5,0,136.2769146907,54.5107658763,81.7661488144,136.2769146907,0
2907509,Catu,18,Litoral Norte e Agreste Baiano,56459,24,18,35,11,88,42,46,59,29,155.8653181955,74.3902655024,81.4750526931,104.5006110629,51.3647071326
2907558,Caturama,12,Bacia do Paramirim,9764,4,0,5,0,9,4,5,9,0,92.1753379762,40.9668168783,51.2085210979,92.1753379762,0
2907608,Central,1,Irecê,17969,13,0,18,0,31,13,18,31,0,172.5193388614,72.3468195225,100.1725193389,172.5193388614,0
2907707,Chorrochó,24,Itaparica,11591,6,0,13,0,19,6,13,19,0,163.9202829782,51.7642998878,112.1559830903,163.9202829782,0
2907806,Cícero Dantas,17,Semiárido Nordeste II,34676,23,2,22,1,48,25,23,45,3,138.4242703887,72.0959741608,66.3282962279,129.7727534894,8.6515168993
2907905,Cipó,17,Semiárido Nordeste II,17739,8,0,12,0,20,8,12,20,0,112.7459270534,45.0983708214,67.647556232,112.7459270534,0
2908002,Coaraci,5,Litoral Sul,19022,20,1,22,0,43,21,22,42,1,226.0540426874,110.3984859636,115.6555567238,220.7969719272,5.2570707602
2908101,Cocos,23,Bacia do Rio Corrente,19498,10,0,15,0,25,10,15,25,0,128.2182787978,51.2873115191,76.9309672787,128.2182787978,0
2908200,Conceição da Feira,19,Portal do Sertão,23024,8,1,12,1,22,9,13,20,2,95.552466991,39.0896455872,56.4628214038,86.8658790827,8.6865879083
2908309,Conceição do Almeida,21,Recôncavo,18229,11,0,17,0,28,11,17,28,0,153.6014043557,60.343408854,93.2579955017,153.6014043557,0
2908408,Conceição do Coité,4,Sisal,68303,32,18,35,3,88,50,38,67,21,128.8376791649,73.2032267982,55.6344523667,98.0923239096,30.7453552553
2908507,Conceição do Jacuípe,19,Portal do Sertão,33876,32,4,22,0,58,36,22,54,4,171.2126579289,106.2699256111,64.9427323179,159.4048884166,11.8077695123
2908606,Conde,18,Litoral Norte e Agreste Baiano,26371,15,0,17,0,32,15,17,32,0,121.3454173145,56.8806643662,64.4647529483,121.3454173145,0
2908705,Condeúba,20,Sudoeste Baiano,18191,20,5,24,1,50,25,25,44,6,274.8611950965,137.4305975482,137.4305975482,241.8778516849,32.9833434116
2908804,Contendas do Sincorá,13,Sertão Produtivo,4299,3,0,3,0,6,3,3,6,0,139.5673412422,69.7836706211,69.7836706211,139.5673412422,0
2908903,Coração de Maria,19,Portal do Sertão,23896,12,0,14,0,26,12,14,26,0,108.8048208905,50.2176096418,58.5872112487,108.8048208905,0
2909000,Cordeiros,20,Sudoeste Baiano,8904,7,0,9,0,16,7,9,16,0,179.6945193172,78.6163522013,101.0781671159,179.6945193172,0
2909109,Coribe,23,Bacia do Rio Corrente,14933,6,0,11,0,17,6,11,17,0,113.8418268265,40.1794682917,73.6623585348,113.8418268265,0
2909208,Coronel João Sá,17,Semiárido Nordeste II,16814,6,0,10,0,16,6,10,16,0,95.1587962412,35.6845485905,59.4742476508,95.1587962412,0
2909307,Correntina,23,Bacia do Rio Corrente,33361,16,1,18,1,36,17,19,34,2,107.9104343395,50.9577051048,56.9527292347,101.9154102095,5.99502413
2909406,Cotegipe,11,Bacia do Rio Grande,14414,4,0,8,0,12,4,8,12,0,83.2523935063,27.7507978354,55.5015956709,83.2523935063,0
2909505,Cravolândia,9,Vale do Jiquiriçá,5576,3,0,5,0,8,3,5,8,0,143.4720229555,53.8020086083,89.6700143472,143.4720229555,0
2909604,Crisópolis,18,Litoral Norte e Agreste Baiano,21835,10,0,18,0,28,10,18,28,0,128.2344859171,45.7980306847,82.4364552324,128.2344859171,0
2909703,Cristópolis,11,Bacia do Rio Grande,14403,5,0,11,0,16,5,11,16,0,111.0879677845,34.7149899327,76.3729778518,111.0879677845,0
2909802,Cruz das Almas,21,Recôncavo,64932,39,32,55,4,130,71,59,94,36,200.209449886,109.3451610916,90.8642887944,144.7668329945,55.4426168915
2909901,Curaçá,10,Sertão do São Francisco,35524,17,0,19,0,36,17,19,36,0,101.339939196,47.854971287,53.484967909,101.339939196,0
2910008,Dário Meira,22,Médio Rio de Contas,11716,3,0,10,0,13,3,10,13,0,110.9593717992,25.6060088767,85.3533629225,110.9593717992,0
2910057,Dias D'Ávila,26,Metropolitano de Salvador,80657,40,21,24,2,87,61,26,64,23,107.8641655405,75.6288976778,32.2352678627,79.348351662,28.5158138785
2910107,Dom Basílio,13,Sertão Produtivo,12604,6,0,16,0,22,6,16,22,0,174.547762615,47.6039352586,126.9438273564,174.547762615,0
2910206,Dom Macedo Costa,21,Recôncavo,4212,5,0,4,0,9,5,4,9,0,213.6752136752,118.7084520418,94.9667616334,213.6752136752,0
2910305,Elísio Medrado,9,Vale do Jiquiriçá,8461,1,0,4,0,5,1,4,5,0,59.0946696608,11.8189339322,47.2757357286,59.0946696608,0
2910404,Encruzilhada,20,Sudoeste Baiano,19376,8,0,15,0,23,8,15,23,0,118.7035507845,41.2881915772,77.4153592073,118.7035507845,0
2910503,Entre Rios,18,Litoral Norte e Agreste Baiano,43223,19,4,28,2,53,23,30,47,6,122.6199014414,53.2124100595,69.4074913819,108.738403165,13.8814982764
2910602,Esplanada,18,Litoral Norte e Agreste Baiano,37845,13,2,23,0,38,15,23,36,2,100.4095653323,39.6353547364,60.7742105959,95.1248513674,5.2847139649
2910701,Euclides da Cunha,17,Semiárido Nordeste II,61924,36,1,42,0,79,37,42,78,1,127.5757380014,59.7506621019,67.8250758995,125.9608552419,1.6148827595
2910727,Eunápolis,27,Costa do Descobrimento,115290,111,33,112,6,262,144,118,223,39,227.2530141383,124.9024199844,102.3505941539,193.4252753925,33.8277387458
2910750,Fátima,17,Semiárido Nordeste II,18443,2,0,14,0,16,2,14,16,0,86.7537819227,10.8442227403,75.9095591823,86.7537819227,0
2910776,Feira da Mata,2,Velho Chico,5922,3,0,5,0,8,3,5,8,0,135.0894967916,50.6585612969,84.4309354948,135.0894967916,0
2910800,Feira de Santana,19,Portal do Sertão,627477,764,112,712,19,1607,876,731,1476,131,256.1050046456,139.6067106842,116.4982939614,235.2277453994,20.8772592462
2910859,Filadélfia,25,Piemonte Norte do Itapicuru,17176,6,0,13,0,19,6,13,19,0,110.6194690265,34.9324639031,75.6870051234,110.6194690265,0
2910909,Firmino Alves,8,Médio Sudoeste da Bahia,5822,1,0,4,0,5,1,4,5,0,85.8811405015,17.1762281003,68.7049124012,85.8811405015,0
2911006,Floresta Azul,5,Litoral Sul,11244,4,0,9,0,13,4,9,13,0,115.6172180719,35.5745286375,80.0426894344,115.6172180719,0
2911105,Formosa do Rio Preto,11,Bacia do Rio Grande,25912,9,0,18,0,27,9,18,27,0,104.1988267984,34.7329422661,69.4658845323,104.1988267984,0
